"","camis","dba","boro","building","street","zipcode","phone","x","address"
"16849",50008557,"OVOSODO","QUEENS",11060,"QUEENS BLVD",11375,7184873524,15,"11060,QUEENS BLVD,NY"
"16850",50003387,"VENUE","QUEENS",11930,"METROPOLITAN AVE",11415,7184873549,35,"11930,METROPOLITAN AVE,NY"
"16851",50003282,"LITTLE CAESARS","QUEENS",10928,"MERRICK BLVD",11433,7184873570,4,"10928,MERRICK BLVD,NY"
"16852",50014743,"LY'S CHINESE RESTAURANT","QUEENS",16810,"UNION TPKE",11366,7184873590,29,"16810,UNION TPKE,NY"
"16853",50007097,"MOON LIGHT  GRILL","QUEENS",9181,"111TH ST",11418,7184873648,21,"9181,111TH ST,NY"
"16854",50033498,"PRIMA PIZZA","QUEENS",9215,"JAMAICA AVE",11421,7184873932,3,"9215,JAMAICA AVE,NY"
"16855",41519649,"SUBWAY","QUEENS",11814,"JAMAICA AVENUE",11418,7184874079,22,"11814,JAMAICA AVENUE,NY"
"16856",50042301,"JALAN DELICIOUS FOOD","QUEENS",16905,"JAMAICA AVE",11432,7184874138,2,"16905,JAMAICA AVE,NY"
"16857",50018375,"FLAVOR-FI","QUEENS",12114,"LIBERTY AVE",11419,7184874174,13,"12114,LIBERTY AVE,NY"
"16858",50012216,"GUYANA BAKERY","QUEENS",17903,"JAMAICA AVE",11432,7184874302,16,"17903,JAMAICA AVE,NY"
"16859",50006427,"SPICY LANKA","QUEENS",15923,"HILLSIDE AVE",11432,7184874499,20,"15923,HILLSIDE AVE,NY"
"16860",41440921,"TUSCAN HILLS","QUEENS",11520,"QUEENS BOULEVARD",11375,7184874500,20,"11520,QUEENS BOULEVARD,NY"
"16861",50008263,"REEF","QUEENS",10802,"72ND AVE",11375,7184874564,29,"10802,72ND AVE,NY"
"16862",50012299,"PASAR MALAM","BROOKLYN",208,"GRAND ST",11211,7184874576,9,"208,GRAND ST,NY"
"16863",50037742,"SEAFOOD DELIGHT","QUEENS",11438,"SUTPHIN BLVD",11434,7184874665,1,"11438,SUTPHIN BLVD,NY"
"16864",50007634,"SIZZLE SHAWARMA & FALAFEL BAR","QUEENS",18615,"UNION TPKE",11366,7184874696,13,"18615,UNION TPKE,NY"
"16865",41193517,"PUNJABI DHABA CATERING & SWEETS","QUEENS",11916,"101 AVENUE",11419,7184878002,29,"11916,101 AVENUE,NY"
"16866",41460023,"ROEBLING INN","BROOKLYN",97,"ATLANTIC AVENUE",11201,7184880040,36,"97,ATLANTIC AVENUE,NY"
"16867",40763786,"THE BRAZEN HEAD","BROOKLYN",228230,"ATLANTIC AVENUE",11201,7184880430,6,"228230,ATLANTIC AVENUE,NY"
"16868",41580873,"JOLIE CANTINA","BROOKLYN",241,"SMITH STREET",11231,7184880777,18,"241,SMITH STREET,NY"
"16869",41173203,"HEIGHTS FALAFEL","BROOKLYN",78,"HENRY STREET",11201,7184880808,10,"78,HENRY STREET,NY"
"16870",41435736,"LIU WRAC WELLNESS CENTER","BROOKLYN",1,"UNIVERSITY PLAZA",11201,7184881358,13,"1,UNIVERSITY PLAZA,NY"
"16871",40984234,"LONG ISLAND UNIVERSITY - LUNTEY COMMONS","BROOKLYN",1,"UNIVERSITY PLAZA",11201,7184881358,12,"1,UNIVERSITY PLAZA,NY"
"16872",41672128,"STARBUCKS","BROOKLYN",348,"FULTON STREET",11201,7184881719,9,"348,FULTON STREET,NY"
"16873",41303034,"SUBWAY","BROOKLYN",1,"UNIVERSITY PLAZA",11201,7184883051,9,"1,UNIVERSITY PLAZA,NY"
"16874",40757492,"ANGRY WADES","BROOKLYN",222,"SMITH STREET",11231,7184887253,30,"222,SMITH STREET,NY"
"16875",41544857,"PANDA DELIGHT CHINESE RESTAURANT","BROOKLYN",121,"SMITH STREET",11201,7184887540,33,"121,SMITH STREET,NY"
"16876",41627123,"WALTER'S","BROOKLYN",166,"DEKALB AVENUE",11217,7184887800,34,"166,DEKALB AVENUE,NY"
"16877",41400890,"CALEXICO CARNE ASADA","BROOKLYN",122,"UNION STREET",11231,7184888226,12,"122,UNION STREET,NY"
"16878",40393243,"BUDDY'S BURRITO & TACO BAR","BROOKLYN",260,"COURT STREET",11231,7184888695,41,"260,COURT STREET,NY"
"16879",41630648,"SUNNY'S BAGELS","BROOKLYN",80,"DEKALB AVENUE",11201,7184888820,14,"80,DEKALB AVENUE,NY"
"16880",41702078,"SAKURA TOKYO II","BROOKLYN",354,"MYRTLE AVENUE",11205,7184888838,25,"354,MYRTLE AVENUE,NY"
"16881",50041984,"SULTAN RESTAURANT AND CAFE LOUNGE","BROOKLYN",144,"ATLANTIC AVE",11201,7184888886,10,"144,ATLANTIC AVE,NY"
"16882",41586899,"WATER FALLS CAFE","BROOKLYN",144,"ATLANTIC AVENUE",11201,7184888886,14,"144,ATLANTIC AVENUE,NY"
"16883",41689204,"DINING ROOM","BROOKLYN",56,"WILLOUGHBY STREET",11201,7184888901,36,"56,WILLOUGHBY STREET,NY"
"16884",41556113,"NINE_D THAI","BROOKLYN",462,"COURT STREET",11231,7184888998,17,"462,COURT STREET,NY"
"16885",41558287,"CHANG HENG","BROOKLYN",54,"WILLOUGHBY STREET",11201,7184889288,20,"54,WILLOUGHBY STREET,NY"
"16886",50007362,"CROWN FRIED CHICKEN","BROOKLYN",190,"E 98TH ST",11212,7184891001,6,"190,E 98TH ST,NY"
"16887",41141781,"ST. FRANCIS ACQUISTA FOOD SERVICE","BROOKLYN",180,"REMSEN STREET",11201,7184895204,20,"180,REMSEN STREET,NY"
"16888",50014408,"MCDONALD'S","BROOKLYN",7124,"3RD AVE",11209,7184910223,4,"7124,3RD AVE,NY"
"16889",50039979,"BAYRIDGE SUSHI","BROOKLYN",6914,"3RD AVE",11209,7184910662,6,"6914,3RD AVE,NY"
"16890",40742158,"DEL CORSO PIZZERIA","BROOKLYN",7022,"3 AVENUE",11209,7184911219,36,"7022,3 AVENUE,NY"
"16891",41396777,"MOCHA MOCHA COFFEE","BROOKLYN",8602,"4 AVENUE",11209,7184911300,18,"8602,4 AVENUE,NY"
"16892",41231506,"STARBUCKS","BROOKLYN",514,"86 STREET",11209,7184911340,12,"514,86 STREET,NY"
"16893",40547085,"OMONIA CAFE","BROOKLYN",7612,"3 AVENUE",11209,7184911435,19,"7612,3 AVENUE,NY"
"16894",41263898,"DUNKIN' DONUTS","BROOKLYN",6755,"5 AVENUE",11220,7184912068,6,"6755,5 AVENUE,NY"
"16895",50016741,"BOMBAY GRILL","BROOKLYN",8716,"3RD AVE",11209,7184912500,4,"8716,3RD AVE,NY"
"16896",40545555,"PC'S BAR AND GRILL","BROOKLYN",7215,"5 AVENUE",11209,7184912845,14,"7215,5 AVENUE,NY"
"16897",50006551,"LUIGI'S PIZZA II","BROOKLYN",8502,"3RD AVE",11209,7184913900,9,"8502,3RD AVE,NY"
"16898",41090082,"THE POUR HOUSE OF BAYRIDGE","BROOKLYN",7901,"3 AVENUE",11209,7184916658,30,"7901,3 AVENUE,NY"
"16899",50036849,"ENERGY FUEL","BROOKLYN",9522,"4TH AVE",11209,7184918686,14,"9522,4TH AVE,NY"
"16900",50041912,"NEW ONE CHINESE RESTAURANT","BROOKLYN",6320,"11TH AVE",11219,7184918888,6,"6320,11TH AVE,NY"
"16901",50041607,"PICKLES & OLIVES","BROOKLYN",5601,"2ND AVE",11220,7184920700,8,"5601,2ND AVE,NY"
"16902",41471588,"NEW TUNG HING RESTAURANT","BROOKLYN",5224,"4 AVENUE",11220,7184920740,17,"5224,4 AVENUE,NY"
"16903",41116575,"GENEROSO BAKERY","BROOKLYN",5812,"5 AVENUE",11220,7184920895,27,"5812,5 AVENUE,NY"
"16904",41710300,"ROSA'S BAKERY","BROOKLYN",5824,"4 AVENUE",11220,7184921470,70,"5824,4 AVENUE,NY"
"16905",41111038,"COLOMBIAN RESTAURANT & BAKERY","BROOKLYN",4823,"4 AVENUE",11220,7184921485,27,"4823,4 AVENUE,NY"
"16906",50013366,"DELI & GRILL","BROOKLYN",5425,"5TH AVE",11220,7184921566,14,"5425,5TH AVE,NY"
"16907",41316096,"ALIMENTOS SALUDABLES - MEXICAN GRILL","BROOKLYN",5919,"4 AVENUE",11220,7184921660,46,"5919,4 AVENUE,NY"
"16908",41485393,"MY CORAL RESTAURANT","BROOKLYN",5401,"4 AVENUE",11220,7184922009,73,"5401,4 AVENUE,NY"
"16909",41706265,"ANGELO'S PIZZERIA & B B Q","BROOKLYN",6112,"4 AVENUE",11220,7184922020,17,"6112,4 AVENUE,NY"
"16910",50002231,"THE MUG CAFE","BROOKLYN",5811,"4TH AVENUE",11220,7184922220,15,"5811,4TH AVENUE,NY"
"16911",41353290,"THANH DA","BROOKLYN",6008,"7 AVENUE",11220,7184922717,20,"6008,7 AVENUE,NY"
"16912",41297236,"NEW LONG RIVER","BROOKLYN",6104,"5 AVENUE",11220,7184922719,43,"6104,5 AVENUE,NY"
"16913",50004330,"KFC","BROOKLYN",5223,"5TH AVE",11220,7184922813,18,"5223,5TH AVE,NY"
"16914",41647851,"SUPERSTAR FAMILY FUN CENTER INC","BROOKLYN",736,"61 STREET",11220,7184922928,8,"736,61 STREET,NY"
"16915",41656294,"LITTLE THANH DA","BROOKLYN",5624,"8 AVENUE",11220,7184923760,9,"5624,8 AVENUE,NY"
"16916",40396492,"ROYAL KING'S PIZZA","BROOKLYN",5211,"5 AVENUE",11220,7184923846,13,"5211,5 AVENUE,NY"
"16917",41423962,"MIX","BROOKLYN",730,"61 STREET",11220,7184924131,34,"730,61 STREET,NY"
"16918",41337501,"MANDATO MEXICAN RESTAURANT","BROOKLYN",7218,"3 AVENUE",11209,7184924228,18,"7218,3 AVENUE,NY"
"16919",41683394,"CAFE 58","BROOKLYN",169,"58 STREET",11220,7184924300,24,"169,58 STREET,NY"
"16920",40732501,"TEQUILITAS MEXICAN RESTAURANT","BROOKLYN",5213,"4 AVENUE",11220,7184924303,8,"5213,4 AVENUE,NY"
"16921",50006420,"TACOS TIJUANA","BROOKLYN",5807,"5TH AVE",11220,7184924369,15,"5807,5TH AVE,NY"
"16922",50005058,"XIAO LE YUAN BAKERY","BROOKLYN",5711,"5TH AVE",11220,7184924748,29,"5711,5TH AVE,NY"
"16923",41595616,"LAS CENIZAS RESTAURANT","BROOKLYN",4820,"4 AVENUE",11220,7184924950,32,"4820,4 AVENUE,NY"
"16924",50016722,"NEW KING WORK NY INC","BROOKLYN",4724,"4TH AVE",11220,7184924952,3,"4724,4TH AVE,NY"
"16925",40859014,"CEBU","BROOKLYN",8801,"3 AVENUE",11209,7184925095,41,"8801,3 AVENUE,NY"
"16926",50002995,"PETE'S BROOKLYN EATS","BROOKLYN",140,"58 STREET",11220,7184925222,9,"140,58 STREET,NY"
"16927",50032591,"YAYO'S AT 59 RESTAURANT","BROOKLYN",5823,"4TH AVE",11220,7184925634,10,"5823,4TH AVE,NY"
"16928",50018622,"NEW STAR SEAFOOD RESTAURANT","BROOKLYN",6022,"8TH AVE",11220,7184926888,29,"6022,8TH AVE,NY"
"16929",41595620,"CAFE LORE","BROOKLYN",4601,"4 AVENUE",11220,7184927100,12,"4601,4 AVENUE,NY"
"16930",41206905,"PAPA JOHN'S","BROOKLYN",9058,"FORT HAMILTON PARKWAY",11209,7184927272,23,"9058,FORT HAMILTON PARKWAY,NY"
"16931",40535136,"DON PACO  LOPEZ PANDERIA","BROOKLYN",470305,"4 AVENUE",11220,7184927443,52,"470305,4 AVENUE,NY"
"16932",41247143,"Luigi's Pizza","BROOKLYN",4704,"5 AVENUE",11220,7184927565,11,"4704,5 AVENUE,NY"
"16933",41504558,"WONG GOOD HAND PULL NOODLE","BROOKLYN",5924,"8 AVENUE",11220,7184927568,17,"5924,8 AVENUE,NY"
"16934",41706735,"CALIXTO'S COFFEE SHOP","BROOKLYN",4604,"3 AVENUE",11220,7184927703,21,"4604,3 AVENUE,NY"
"16935",40818118,"STARBUCKS","BROOKLYN",9202,"3 AVENUE",11209,7184928021,6,"9202,3 AVENUE,NY"
"16936",50000040,"D & Y RESTAURANT","BROOKLYN",5616,"7TH AVE",11220,7184928808,58,"5616,7TH AVE,NY"
"16937",50018459,"JING WAY FOOD","BROOKLYN",706,"60TH ST",11220,7184928833,2,"706,60TH ST,NY"
"16938",50007274,"NEW SAIGON","BROOKLYN",5906,"8TH AVE",11220,7184928916,15,"5906,8TH AVE,NY"
"16939",41696209,"NEW BELACAN RESTAURANT","BROOKLYN",5918,"8 AVENUE",11220,7184929088,22,"5918,8 AVENUE,NY"
"16940",41335681,"JOHNNY'S PIZZA","BROOKLYN",5806,"5 AVENUE",11220,7184929735,26,"5806,5 AVENUE,NY"
"16941",41063464,"3 STAR JUICE CENTER","BROOKLYN",482,"UTICA AVENUE",11203,7184930099,10,"482,UTICA AVENUE,NY"
"16942",50005482,"LIN NEW PEOPLE RESTAURANT","BROOKLYN",1505,"FULTON ST",11216,7184930334,4,"1505,FULTON ST,NY"
"16943",41450629,"MCDONALD'S","BROOKLYN",1133,"EASTERN PARKWAY",11213,7184930800,47,"1133,EASTERN PARKWAY,NY"
"16944",40938190,"TWO SCOOPS RESTAURANT","BROOKLYN",1745,"FULTON STREET",11233,7184930808,17,"1745,FULTON STREET,NY"
"16945",41454953,"GOLDEN CHOPSTICKS CHINESE RESTAURANT","BROOKLYN",789,"FRANKLIN AVENUE",11238,7184931037,12,"789,FRANKLIN AVENUE,NY"
"16946",50007859,"MEME'S HEALTHY NIBBLES","BROOKLYN",707,"NOSTRAND AVE",11216,7184931375,9,"707,NOSTRAND AVE,NY"
"16947",41621526,"SUGAR MILL LOUNGE","BROOKLYN",834,"CLARKSON AVENUE",11203,7184931625,34,"834,CLARKSON AVENUE,NY"
"16948",41645275,"CHOP CHOP GRUB SHOP","BROOKLYN",638,"NOSTRAND AVENUE",11216,7184931700,8,"638,NOSTRAND AVENUE,NY"
"16949",50037688,"NEW SUNNY RESTAURANT","BROOKLYN",69,"UTICA AVE",11213,7184932211,8,"69,UTICA AVE,NY"
"16950",40809390,"GOLDEN KRUST CARIBBEAN BAKERY & GRILL","BROOKLYN",823,"FRANKLIN AVENUE",11225,7184933865,10,"823,FRANKLIN AVENUE,NY"
"16951",50009849,"CROWN FRIED CHICKEN","BROOKLYN",116,"KINGSTON AVE",11213,7184934900,21,"116,KINGSTON AVE,NY"
"16952",50001235,"ITALIAN PASSION CAFE & PIZZA RESTAURANT","BROOKLYN",842,"FRANKLIN AVENUE",11225,7184936375,25,"842,FRANKLIN AVENUE,NY"
"16953",41399601,"CHEUNG LEE","BROOKLYN",108,"KINGSTON AVENUE",11213,7184939321,24,"108,KINGSTON AVENUE,NY"
"16954",41619579,"CHARLIE BROWN'S STEAKHOUSE","STATEN ISLAND",1001,"GOETHALS ROAD NORTH",10303,7184940197,29,"1001,GOETHALS ROAD NORTH,NY"
"16955",41317968,"MAYNILA ORIENTAL FOOD MARKET","STATEN ISLAND",3555,"VICTORY BOULEVARD",10314,7184940316,18,"3555,VICTORY BOULEVARD,NY"
"16956",41206985,"DUNKIN' DONUTS","STATEN ISLAND",2795,"RICHMOND AVENUE",10314,7184940749,8,"2795,RICHMOND AVENUE,NY"
"16957",40716299,"CHUCK E. CHEESE'S","STATEN ISLAND",1775,"SOUTH AVENUE",10314,7184941395,26,"1775,SOUTH AVENUE,NY"
"16958",41462617,"MIKE'S UNICORN DINER","STATEN ISLAND",2944,"VICTORY BOULEVARD",10314,7184942129,35,"2944,VICTORY BOULEVARD,NY"
"16959",41673927,"CAFE DEL MONDO","STATEN ISLAND",2530,"VICTORY BOULEVARD",10314,7184942233,32,"2530,VICTORY BOULEVARD,NY"
"16960",40579745,"CHICKEN HOLIDAY EXPRESS","STATEN ISLAND",3785,"VICTORY BOULEVARD",10314,7184942442,18,"3785,VICTORY BOULEVARD,NY"
"16961",41240596,"PANERA BREAD","STATEN ISLAND",280,"MARSH AVENUE",10314,7184942450,12,"280,MARSH AVENUE,NY"
"16962",41632447,"GOOD WOK CHINESE RESTAURANT","STATEN ISLAND",2234,"VICTORY BOULEVARD",10314,7184942474,15,"2234,VICTORY BOULEVARD,NY"
"16963",41005011,"DUNKIN' DONUTS","STATEN ISLAND",172,"WEST SERVICE ROAD",10314,7184942528,17,"172,WEST SERVICE ROAD,NY"
"16964",40395935,"MCDONALD'S","STATEN ISLAND",1660,"RICHMOND AVENUE",10314,7184943400,10,"1660,RICHMOND AVENUE,NY"
"16965",41667444,"QDOBA MEXICAN GRILL","STATEN ISLAND",2335,"RICHMOND AVENUE",10314,7184943408,30,"2335,RICHMOND AVENUE,NY"
"16966",40602872,"STARBUCKS","STATEN ISLAND",2505,"RICHMOND AVENUE",10314,7184944451,4,"2505,RICHMOND AVENUE,NY"
"16967",41607650,"IHOP","STATEN ISLAND",935,"RICHMOND AVENUE",10314,7184944467,39,"935,RICHMOND AVENUE,NY"
"16968",41153944,"MEZCULEROS  MEXICAN RESTAURANT","STATEN ISLAND",20,"BRADLEY AVE",10314,7184944547,11,"20,BRADLEY AVE,NY"
"16969",41630891,"GINO'S VILLA MONTE","STATEN ISLAND",2811,"RICHMOND AVENUE",10314,7184946554,26,"2811,RICHMOND AVENUE,NY"
"16970",50010414,"RED MANGO","STATEN ISLAND",2655,"RICHMOND AVE",10314,7184947900,2,"2655,RICHMOND AVE,NY"
"16971",41373803,"Z-ONE DINER & LOUNGE","STATEN ISLAND",1821,"RICHMOND AVENUE",10314,7184949100,51,"1821,RICHMOND AVENUE,NY"
"16972",41633272,"PEKING TASTE & THAI","STATEN ISLAND",2343,"RICHMOND AVENUE",10314,7184949393,28,"2343,RICHMOND AVENUE,NY"
"16973",40371771,"SCHAFFER'S TAVERN","STATEN ISLAND",2055,"VICTORY BOULEVARD",10314,7184949696,27,"2055,VICTORY BOULEVARD,NY"
"16974",40892468,"NEW NO 1 CHINESE RESTAURANT","BROOKLYN",1007,"CLARKSON AVENUE",11212,7184950905,10,"1007,CLARKSON AVENUE,NY"
"16975",50040667,"HILLTON RESTAURANT","BROOKLYN",492,"E 98TH ST",11212,7184952188,4,"492,E 98TH ST,NY"
"16976",41497934,"ISLAND BURGER","BROOKLYN",915,"UTICA AVENUE",11203,7184952474,46,"915,UTICA AVENUE,NY"
"16977",41157758,"DOMINO'S","BROOKLYN",2196,"PITKIN AVENUE",11207,7184954441,34,"2196,PITKIN AVENUE,NY"
"16978",50011314,"NO NAME CAFE AT 20TH AVE","BROOKLYN",7814,"20TH AVE",11214,7184955241,10,"7814,20TH AVE,NY"
"16979",50011807,"VILLA CASTILLO RESTAURANT CORP","BROOKLYN",1474,"PITKIN AVE",11212,7184959717,3,"1474,PITKIN AVE,NY"
"16980",50016670,"JB CRISPY PANCAKE","QUEENS",13335,"ROOSEVELT AVE",11354,7184961007,4,"13335,ROOSEVELT AVE,NY"
"16981",41599050,"JOHNNYS ICES","BROOKLYN",157,"PROSPECT PARK SOUTH WEST",11218,7184968382,7,"157,PROSPECT PARK SOUTH WEST,NY"
"16982",41685431,"ZEE BAGELS","BROOKLYN",2803,"AVENUE U",11229,7184968599,33,"2803,AVENUE U,NY"
"16983",50040968,"CALIFORNIA BAR & LOUNGE","QUEENS",12515,"JAMAICA AVE",11418,7184969056,1,"12515,JAMAICA AVE,NY"
"16984",40377294,"MCDONALD'S","QUEENS",7002,"COPPER AVENUE",11385,7184970722,31,"7002,COPPER AVENUE,NY"
"16985",41251327,"RICO POLLO","QUEENS",5537,"MYRTLE AVENUE",11385,7184971000,19,"5537,MYRTLE AVENUE,NY"
"16986",50043060,"BUSHWICK COFFEE HOUSE & JUICE BAR","QUEENS",1050,"WYCKOFF AVE",11385,7184971181,2,"1050,WYCKOFF AVE,NY"
"16987",50001483,"CROWN FRIED CHICKEN","QUEENS",701,"SENECA AVE",11385,7184971200,50,"701,SENECA AVE,NY"
"16988",40923379,"JOE'S RESTAURANT","QUEENS",6611,"FOREST AVENUE",11385,7184971300,19,"6611,FOREST AVENUE,NY"
"16989",50011918,"BELLA DONNA PIZZZA","QUEENS",6091,"54TH ST",11378,7184971744,5,"6091,54TH ST,NY"
"16990",40386722,"SANREMO PIZZA","QUEENS",5601,"MYRTLE AVENUE",11385,7184971903,34,"5601,MYRTLE AVENUE,NY"
"16991",50009775,"VIANNELY RESTAURANT","BROOKLYN",250,"WYCKOFF AVE",11237,7184973262,33,"250,WYCKOFF AVE,NY"
"16992",40393787,"DUNKIN' DONUTS","QUEENS",5615,"MYRTLE AVENUE",11385,7184973581,17,"5615,MYRTLE AVENUE,NY"
"16993",40945916,"CALIBELLA BAKERY","BROOKLYN",164,"WYCKOFF AVENUE",11237,7184973614,54,"164,WYCKOFF AVENUE,NY"
"16994",50016323,"D' MONTAZO RESTAURANT","BROOKLYN",216,"WYCKOFF AVE",11237,7184973978,12,"216,WYCKOFF AVE,NY"
"16995",50002890,"NEW FONG KWAN KITCHEN","QUEENS",6548,"METROPOLITAN AVE",11379,7184974461,22,"6548,METROPOLITAN AVE,NY"
"16996",41118794,"TAQUERIA COCOYOC","BROOKLYN",211,"WYCKOFF AVENUE",11237,7184974489,47,"211,WYCKOFF AVENUE,NY"
"16997",41554812,"MI PEQUENA CHOLULA DELI RESTAURANTE","BROOKLYN",1481,"MYRTLE AVENUE",11237,7184974982,41,"1481,MYRTLE AVENUE,NY"
"16998",40876472,"CORATO I PIZZA & RESTAURANT","QUEENS",6694,"FRESH POND ROAD",11385,7184976177,50,"6694,FRESH POND ROAD,NY"
"16999",40393753,"C & B LUNCHEONETTE","QUEENS",983,"WYCKOFF AVENUE",11385,7184976561,12,"983,WYCKOFF AVENUE,NY"
"17000",40386554,"TINA'S RESTAURANT","BROOKLYN",1002,"FLUSHING AVENUE",11206,7184976890,21,"1002,FLUSHING AVENUE,NY"
"17001",40848434,"COFFEE EXPRESS","QUEENS",4705,"METROPOLITAN AVENUE",11385,7184977074,26,"4705,METROPOLITAN AVENUE,NY"
"17002",41310394,"ROYAL PIZZA","QUEENS",5506,"MYRTLE AVENUE",11385,7184977090,44,"5506,MYRTLE AVENUE,NY"
"17003",41436019,"Taqueria El Fogon","BROOKLYN",1050,"FLUSHING AVENUE",11237,7184977445,41,"1050,FLUSHING AVENUE,NY"
"17004",41183438,"BOSNA EXPRESS","QUEENS",791,"FAIRVIEW AVENUE",11385,7184977577,11,"791,FAIRVIEW AVENUE,NY"
"17005",50035260,"LEE GARDEN CHINESE RESTAURANT","BROOKLYN",121,"WYCKOFF AVE",11237,7184977661,1,"121,WYCKOFF AVE,NY"
"17006",41337492,"ROSA'S PIZZA","QUEENS",6265,"FRESH POND ROAD",11385,7184977672,21,"6265,FRESH POND ROAD,NY"
"17007",41435950,"ARMANDO GROCERY & BAKERY","BROOKLYN",272,"WYCKOFF AVENUE",11237,7184977979,8,"272,WYCKOFF AVENUE,NY"
"17008",41113515,"FORTUNATA'S II","BROOKLYN",305,"KNICKERBOCKER AVENUE",11237,7184978101,40,"305,KNICKERBOCKER AVENUE,NY"
"17009",50007850,"DISH","QUEENS",5742,"MYRTLE AVE",11385,7184978462,3,"5742,MYRTLE AVE,NY"
"17010",41383227,"LA NAZIONALE SOCCER CLUB","QUEENS",8013,"MYRTLE AVENUE",11385,7184979069,10,"8013,MYRTLE AVENUE,NY"
"17011",41712846,"FORCE FITNESS CLUB","QUEENS",6303,"FRESH POND ROAD",11385,7184979090,12,"6303,FRESH POND ROAD,NY"
"17012",41614971,"FORTUNE COOKIES","BROOKLYN",9004,"AVENUE B",11236,7184980848,54,"9004,AVENUE B,NY"
"17013",50002080,"WAH YUNG","BROOKLYN",648,"ROCKAWAY AVE",11212,7184981022,9,"648,ROCKAWAY AVE,NY"
"17014",40782145,"POPEYES LOUISIANA KITCHEN","BROOKLYN",702,"ROCKAWAY AVENUE",11212,7184981846,13,"702,ROCKAWAY AVENUE,NY"
"17015",50002352,"CHINA RESTAURANT","BROOKLYN",937,"UTICA AVE",11203,7184985108,12,"937,UTICA AVE,NY"
"17016",50000655,"STEVES PIZZA","BROOKLYN",603,"SUTTER AVE",11207,7184985566,13,"603,SUTTER AVE,NY"
"17017",40370917,"BURGER KING","BROOKLYN",9006,"CHURCH AVENUE",11236,7184985574,9,"9006,CHURCH AVENUE,NY"
"17018",41710136,"CHINA CITY","BROOKLYN",790,"SARATOGA AVENUE",11212,7184986666,10,"790,SARATOGA AVENUE,NY"
"17019",50003390,"NEW GOLDEN STAR RESTAURANT","BROOKLYN",638,"BLAKE AVENUE",11207,7184987534,11,"638,BLAKE AVENUE,NY"
"17020",50006584,"TAI LAI KITCHEN","BROOKLYN",990,"T S BOYLAND ST",11212,7184987787,16,"990,T S BOYLAND ST,NY"
"17021",40390729,"DENNIS' PLACE","BROOKLYN",1701,"PITKIN AVENUE",11212,7184988406,29,"1701,PITKIN AVENUE,NY"
"17022",50033725,"GREEN KITCHEN","BROOKLYN",486,"5TH AVE",11215,7184990005,2,"486,5TH AVE,NY"
"17023",50016817,"TWO BOOTS","BROOKLYN",284,"5TH AVE",11215,7184990008,4,"284,5TH AVE,NY"
"17024",50034161,"HUGO AND SONS","BROOKLYN",367,"7TH AVE",11215,7184990020,11,"367,7TH AVE,NY"
"17025",50001583,"GREEK XPRESS","BROOKLYN",263,"PROSPECT PARK WEST",11215,7184991105,10,"263,PROSPECT PARK WEST,NY"
"17026",41422150,"BAGEL WORLD","BROOKLYN",339,"5 AVENUE",11215,7184991143,12,"339,5 AVENUE,NY"
"17027",41275941,"KORZO","BROOKLYN",667,"5 AVENUE",11215,7184991199,37,"667,5 AVENUE,NY"
"17028",50040335,"KITCHEN THAI","BROOKLYN",271,"PROSPECT PARK W",11215,7184991674,6,"271,PROSPECT PARK W,NY"
"17029",41671752,"LUCK THAI RESTAURANT","BROOKLYN",386,"5 AVENUE",11215,7184991888,38,"386,5 AVENUE,NY"
"17030",40619905,"DIZZY'S RESTAURANT","BROOKLYN",511,"9 STREET",11215,7184991966,28,"511,9 STREET,NY"
"17031",41660253,"THE MONRO","BROOKLYN",481,"5 AVENUE",11215,7184992005,7,"481,5 AVENUE,NY"
"17032",50007121,"SLICE OF BROOKLYN  INC.","BROOKLYN",849,"4TH AVE",11232,7184992121,30,"849,4TH AVE,NY"
"17033",50001258,"MARIELLA","BROOKLYN",492,"6 AVENUE",11215,7184992132,27,"492,6 AVENUE,NY"
"17034",50006968,"SUBWAY","BROOKLYN",525,"5TH AVE",11215,7184992207,3,"525,5TH AVE,NY"
"17035",41584677,"KIKU","BROOKLYN",361,"7 AVENUE",11215,7184992288,20,"361,7 AVENUE,NY"
"17036",50037659,"Ecstasy Bar and Lounge","BROOKLYN",758,"5TH AVE",11232,7184992348,1,"758,5TH AVE,NY"
"17037",41463700,"BAR 718","BROOKLYN",718,"5 AVENUE",11215,7184992661,6,"718,5 AVENUE,NY"
"17038",41462091,"NEW KING CHINESE FOOD","BROOKLYN",585,"5 AVENUE",11215,7184992888,34,"585,5 AVENUE,NY"
"17039",41594415,"FOUR & TWENTY BLACKBIRDS","BROOKLYN",439,"3 AVENUE",11215,7184992917,25,"439,3 AVENUE,NY"
"17040",41320793,"ENZO'S WOOD FIRED BRICK OVEN PIZZERIA RESTAURANT","BROOKLYN",217,"PROSPECT PARK WEST",11215,7184993150,33,"217,PROSPECT PARK WEST,NY"
"17041",41304897,"BAR TANO","BROOKLYN",457,"THRID AVENUE",11215,7184993400,33,"457,THRID AVENUE,NY"
"17042",41525880,"BEDAWI CAFE","BROOKLYN",266,"PROSPECT PARK WEST",11215,7184993444,16,"266,PROSPECT PARK WEST,NY"
"17043",50009557,"GRAND CANYON DINER","BROOKLYN",179,"7TH AVE",11215,7184993660,19,"179,7TH AVE,NY"
